,video_path,truth,feature_path
1235,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/bEXDNfLBy1I.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/bEXDNfLBy1I.002.npy
1236,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/hZIGQXercNA.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/hZIGQXercNA.001.npy
1237,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/Etfh8X-ECtY.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Etfh8X-ECtY.000.npy
1238,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/EffEoI1l1zE.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/EffEoI1l1zE.000.npy
1239,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/Z3FdUfZLHyw.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Z3FdUfZLHyw.005.npy
1240,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/y6sy0HBe-Zs.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/y6sy0HBe-Zs.000.npy
1241,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/1mdMhaq5p4w.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/1mdMhaq5p4w.001.npy
1242,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/HCkDd0UnUgo.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/HCkDd0UnUgo.002.npy
1243,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/nZz1hK90gwA.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/nZz1hK90gwA.003.npy
1244,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/L-rmZZP_wj8.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/L-rmZZP_wj8.003.npy
1245,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/3gKpBq-1yG4.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/3gKpBq-1yG4.003.npy
1246,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/GyLjVOVPGKQ.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/GyLjVOVPGKQ.005.npy
1247,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/fY4tctYZTz8.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/fY4tctYZTz8.005.npy
1248,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/KppCIwj0hC4.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KppCIwj0hC4.004.npy
1249,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/QyVTG0sGKg0.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/QyVTG0sGKg0.002.npy
1250,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/i4IVTm3uvoM.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/i4IVTm3uvoM.002.npy
1251,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/NkFJuN8fBDU.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/NkFJuN8fBDU.004.npy
1252,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/GS7cBLgZKgk.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/GS7cBLgZKgk.001.npy
1253,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/PooFvZH6fK0.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/PooFvZH6fK0.003.npy
1254,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/UOvgGSx9k_k.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/UOvgGSx9k_k.003.npy
1255,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/eq1_h17oue4.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/eq1_h17oue4.000.npy
1256,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/eI_7SimPnnQ.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/eI_7SimPnnQ.005.npy
1257,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/VPFrKx72gvo.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/VPFrKx72gvo.001.npy
1258,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/jq1dLOVUQJA.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/jq1dLOVUQJA.000.npy
1259,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/EgolOPjkkg8.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/EgolOPjkkg8.005.npy
1260,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/mM6QbrCrdLo.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/mM6QbrCrdLo.000.npy
1261,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/KdMiQUWNByk.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KdMiQUWNByk.001.npy
1262,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/GS7cBLgZKgk.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/GS7cBLgZKgk.003.npy
1263,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/idsEawKW4X8.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/idsEawKW4X8.000.npy
1264,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/6NjuNY4LfQc.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/6NjuNY4LfQc.004.npy
1265,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/mXgUV0o6a20.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/mXgUV0o6a20.001.npy
1266,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/ana5C73n9bY.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ana5C73n9bY.001.npy
1267,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/hDqsuyVeWmw.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/hDqsuyVeWmw.004.npy
1268,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/emHDoDcht44.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/emHDoDcht44.001.npy
1269,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/tepWDnvIuRg.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/tepWDnvIuRg.005.npy
1270,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/5U0xeSXEZOU.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/5U0xeSXEZOU.000.npy
1271,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/3Q3SB1dVAng.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/3Q3SB1dVAng.005.npy
1272,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/OWZ-qVZG14A.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/OWZ-qVZG14A.005.npy
1273,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/pPtzEnf5afw.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/pPtzEnf5afw.005.npy
1274,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/WCLkd1Fek0w.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/WCLkd1Fek0w.001.npy
1275,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/DWVJXufR7gE.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/DWVJXufR7gE.000.npy
1276,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/htH89DBizno.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/htH89DBizno.001.npy
1277,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/BeyIfaH64xY.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/BeyIfaH64xY.000.npy
1278,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/yRVvI1x2DBI.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yRVvI1x2DBI.004.npy
1279,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_16/usG6pVxbQkw.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/usG6pVxbQkw.000.npy
1280,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/rqfvIjzegpI.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/rqfvIjzegpI.005.npy
1281,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/r_cVo5qZ9n0.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/r_cVo5qZ9n0.002.npy
1282,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/oDOoG0vX-7U.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/oDOoG0vX-7U.005.npy
1283,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/czImT1Wn1og.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/czImT1Wn1og.001.npy
1284,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/gsleSGEZHAs.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/gsleSGEZHAs.000.npy
1285,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/CpmR-91GxmY.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/CpmR-91GxmY.004.npy
1286,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/5xA8-Y5qgT0.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/5xA8-Y5qgT0.003.npy
1287,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/oC-qxnrmJws.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/oC-qxnrmJws.003.npy
1288,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/onbyz01BC_Y.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/onbyz01BC_Y.003.npy
1289,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/l1V-DuJ-WgU.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/l1V-DuJ-WgU.004.npy
1290,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/SfldZBPyPFo.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/SfldZBPyPFo.001.npy
1291,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/io0aNQE8En8.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/io0aNQE8En8.002.npy
1292,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/Fi1ILrwQpSY.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Fi1ILrwQpSY.001.npy
1293,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/4nir0YtjHVs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/4nir0YtjHVs.002.npy
1294,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/Zvdh8ym1Yrg.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/Zvdh8ym1Yrg.004.npy
1295,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/SRjhmQTPOmA.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/SRjhmQTPOmA.004.npy
1296,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/GocSYjCaMlA.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/GocSYjCaMlA.005.npy
1297,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/ya8Ec_yTai8.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ya8Ec_yTai8.003.npy
1298,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/mhF4kYTlVUE.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/mhF4kYTlVUE.002.npy
1299,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/lx6A8s_Ega8.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/lx6A8s_Ega8.000.npy
1300,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/NpiglwrZzsA.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/NpiglwrZzsA.002.npy
1301,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/ArMkA9R1QxY.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ArMkA9R1QxY.000.npy
1302,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/ay4cdKr1I0o.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ay4cdKr1I0o.000.npy
1303,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/VugKq4gOi50.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/VugKq4gOi50.005.npy
1304,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/EA8BEYAZqAA.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/EA8BEYAZqAA.004.npy
1305,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/A4zSLp-1gps.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/A4zSLp-1gps.002.npy
1306,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/9c66Lb7e1BQ.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/9c66Lb7e1BQ.002.npy
1307,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/sHVXhr7_EOs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/sHVXhr7_EOs.002.npy
1308,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/y0UCXXk9tlM.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/y0UCXXk9tlM.002.npy
1309,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/keGXYAcUXmA.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/keGXYAcUXmA.001.npy
1310,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/omQ5CGXJKS8.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/omQ5CGXJKS8.001.npy
1311,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/KNOHhnRMpSw.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KNOHhnRMpSw.000.npy
1312,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/ihEFzP5S57g.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ihEFzP5S57g.003.npy
1313,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/PHZQmf82HvA.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/PHZQmf82HvA.005.npy
1314,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/6TkMavTyimI.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/6TkMavTyimI.003.npy
1315,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/8ZHpqRJ39HA.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/8ZHpqRJ39HA.003.npy
1316,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/A4zSLp-1gps.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/A4zSLp-1gps.005.npy
1317,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/tiVKJWLzmk4.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/tiVKJWLzmk4.001.npy
1318,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/grhDDOLsBho.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/grhDDOLsBho.005.npy
1319,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/sNs4yCA11wk.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/sNs4yCA11wk.005.npy
1320,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/6wHQsN5g2RM.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/6wHQsN5g2RM.004.npy
1321,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/lNY0BdE4NqY.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/lNY0BdE4NqY.004.npy
1322,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/KnbEca4Ibwk.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KnbEca4Ibwk.002.npy
1323,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/hhdoeK8SsiI.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/hhdoeK8SsiI.001.npy
1324,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/mZ3vypXAfHg.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/mZ3vypXAfHg.000.npy
1325,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/euRnmvd_dus.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/euRnmvd_dus.004.npy
1326,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/dLaqub4BEsA.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/dLaqub4BEsA.004.npy
1327,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/kxlqIrk0WnY.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/kxlqIrk0WnY.002.npy
1328,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/A3StIKMjn4k.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/A3StIKMjn4k.004.npy
1329,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/RsjDkkvJirs.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/RsjDkkvJirs.005.npy
1330,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/cxJ0u6r0-pU.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/cxJ0u6r0-pU.001.npy
1331,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/6V92xyqy0q4.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/6V92xyqy0q4.000.npy
1332,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/xHsh2Rg5ANU.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/xHsh2Rg5ANU.000.npy
1333,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/xDjhf8wrNWQ.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/xDjhf8wrNWQ.004.npy
1334,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/SRjhmQTPOmA.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/SRjhmQTPOmA.005.npy
1335,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/yftfxiDNXko.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/yftfxiDNXko.001.npy
1336,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/eYASh3sKY3k.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/eYASh3sKY3k.000.npy
1337,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/ivpw58MIRtQ.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/ivpw58MIRtQ.003.npy
1338,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/NF8nb3SQPNg.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/NF8nb3SQPNg.002.npy
1339,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/OWZ-qVZG14A.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/OWZ-qVZG14A.004.npy
1340,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/nUbhRInpVbA.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/nUbhRInpVbA.005.npy
1341,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/LvpUVPQKWcQ.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/LvpUVPQKWcQ.005.npy
1342,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/s85T4B1ONWE.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/s85T4B1ONWE.005.npy
1343,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/WuoQDp7pU24.003.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/WuoQDp7pU24.003.npy
1344,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/dLltwqkvsNg.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/dLltwqkvsNg.005.npy
1345,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/f39E4ct09Cc.001.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/f39E4ct09Cc.001.npy
1346,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/KppCIwj0hC4.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/KppCIwj0hC4.002.npy
1347,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/CO7vZjYF6Zk.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/CO7vZjYF6Zk.002.npy
1348,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/RQeoo3idUJc.004.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/RQeoo3idUJc.004.npy
1349,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/EiXQ9RErt6c.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/EiXQ9RErt6c.002.npy
1350,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/w_ExyXsnw2A.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/w_ExyXsnw2A.000.npy
1351,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/LGgx7RVdL2Y.005.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/LGgx7RVdL2Y.005.npy
1352,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/WZnLayQeIZ0.000.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/WZnLayQeIZ0.000.npy
1353,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/aptKaxP81xA.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/aptKaxP81xA.002.npy
1354,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2/train/training80_17/XbsA_lCKQLs.002.mp4,type,/content/drive/Shareddrives/想聊對不隊/Code/First_Impressions_V2_output/XbsA_lCKQLs.002.npy
